,罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,施錠関係,盗難防止装置の有無,現金以外の主な被害品
156,窃盗,オートバイ盗,千住,緑町交番,131211.0,東京都,足立区,千住緑町３丁目,2019-06-25,18,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
157,窃盗,オートバイ盗,千住,北千住駅東口交番,131211.0,東京都,足立区,千住旭町,2018-11-20,11,道路上,キーあり,なし,原動機付自転車（50cc以下）
158,窃盗,オートバイ盗,千住,北千住駅東口交番,131211.0,東京都,足立区,日ノ出町,2019-06-29,01,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
159,窃盗,オートバイ盗,千住,北千住駅東口交番,131211.0,東京都,足立区,日ノ出町,2019-06-29,22,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
160,窃盗,オートバイ盗,西新井,梅田一丁目交番,131211.0,東京都,足立区,梅田４丁目,2019-11-12,07,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
161,窃盗,オートバイ盗,西新井,梅田七丁目交番,131211.0,東京都,足立区,梅田５丁目,2019-04-07,00,道路上,キーあり,なし,原動機付自転車（50cc以下）
162,窃盗,オートバイ盗,西新井,大師前交番,131211.0,東京都,足立区,栗原３丁目,2019-03-01,10,一戸建住宅,キーあり,なし,原動機付自転車（50cc以下）
163,窃盗,オートバイ盗,西新井,大師前交番,131211.0,東京都,足立区,西新井６丁目,2019-12-28,16,道路上,キーあり,なし,自動二輪（50cc超）
164,窃盗,オートバイ盗,西新井,関原三丁目交番,131211.0,東京都,足立区,関原３丁目,2019-07-19,21,その他,キーあり,なし,自動二輪（50cc超）
165,窃盗,オートバイ盗,西新井,本木交番,131211.0,東京都,足立区,興野２丁目,2019-05-21,07,一戸建住宅,キーあり,なし,自動二輪（50cc超）
166,窃盗,オートバイ盗,西新井,本木交番,131211.0,東京都,足立区,西新井本町４丁目,2019-03-21,19,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
167,窃盗,オートバイ盗,西新井,江北交番,131211.0,東京都,足立区,江北２丁目,2019-11-30,19,一戸建住宅,キーあり,なし,原動機付自転車（50cc以下）
168,窃盗,オートバイ盗,西新井,島根交番,131211.0,東京都,足立区,栗原２丁目,2019-11-24,20,一戸建住宅,キーあり,なし,自動二輪（50cc超）
169,窃盗,オートバイ盗,西新井,島根交番,131211.0,東京都,足立区,島根４丁目,2019-09-23,01,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
170,窃盗,オートバイ盗,西新井,島根交番,131211.0,東京都,足立区,六月２丁目,2019-07-14,20,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
171,窃盗,オートバイ盗,西新井,皿沼交番,131211.0,東京都,足立区,加賀２丁目,2019-09-01,23,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
172,窃盗,オートバイ盗,綾瀬,大谷田交番,131211.0,東京都,足立区,大谷田２丁目,2019-10-09,19,一戸建住宅,キーあり,なし,自動二輪（50cc超）
173,窃盗,オートバイ盗,綾瀬,大谷田交番,131211.0,東京都,足立区,谷中３丁目,2019-06-03,20,道路上,キーあり,なし,自動二輪（50cc超）
174,窃盗,オートバイ盗,綾瀬,綾瀬六丁目交番,131211.0,東京都,足立区,加平１丁目,2019-09-13,15,一戸建住宅,キーあり,なし,自動二輪（50cc超）
175,窃盗,オートバイ盗,綾瀬,中央本町交番,131211.0,東京都,足立区,中央本町４丁目,2019-10-18,09,その他,キーあり,なし,原動機付自転車（50cc以下）
176,窃盗,オートバイ盗,綾瀬,一ツ家交番,131211.0,東京都,足立区,加平２丁目,2019-04-07,12,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
177,窃盗,オートバイ盗,綾瀬,足立駐在所,131211.0,東京都,足立区,足立３丁目,2019-04-14,00,道路上,キーあり,なし,自動二輪（50cc超）
178,窃盗,オートバイ盗,綾瀬,綾瀬駅東口交番,131211.0,東京都,足立区,綾瀬３丁目,2019-11-26,11,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
179,窃盗,オートバイ盗,竹の塚,花畑交番,131211.0,東京都,足立区,南花畑２丁目,2019-09-23,20,一戸建住宅,キーあり,なし,自動二輪（50cc超）
180,窃盗,オートバイ盗,竹の塚,西保木間交番,131211.0,東京都,足立区,保木間４丁目,2019-09-27,03,道路上,キーあり,なし,原動機付自転車（50cc以下）
181,窃盗,オートバイ盗,竹の塚,伊興町交番,131211.0,東京都,足立区,伊興１丁目,2019-05-04,18,道路上,キーあり,なし,原動機付自転車（50cc以下）
182,窃盗,オートバイ盗,竹の塚,伊興町交番,131211.0,東京都,足立区,伊興３丁目,2019-09-29,04,道路上,キーあり,なし,原動機付自転車（50cc以下）
183,窃盗,オートバイ盗,竹の塚,伊興町交番,131211.0,東京都,足立区,東伊興２丁目,2019-08-09,19,その他,キーあり,なし,自動二輪（50cc超）
184,窃盗,オートバイ盗,竹の塚,伊興町交番,131211.0,東京都,足立区,東伊興２丁目,2019-09-06,18,その他,キーあり,なし,原動機付自転車（50cc以下）
185,窃盗,オートバイ盗,竹の塚,伊興町交番,131211.0,東京都,足立区,古千谷本町２丁目,2019-09-20,18,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,自動二輪（50cc超）
186,窃盗,オートバイ盗,竹の塚,見沼代親水公園駅前交番,131211.0,東京都,足立区,舎人１丁目,2019-09-23,17,一戸建住宅,キーあり,なし,自動二輪（50cc超）
187,窃盗,オートバイ盗,竹の塚,見沼代親水公園駅前交番,131211.0,東京都,足立区,舎人１丁目,2019-10-01,14,一戸建住宅,キーあり,なし,自動二輪（50cc超）
188,窃盗,オートバイ盗,城東,日曹橋交番,131083.0,東京都,江東区,南砂２丁目,2019-02-11,00,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
189,窃盗,オートバイ盗,城東,元八幡交番,131083.0,東京都,江東区,南砂６丁目,2019-01-07,08,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
190,窃盗,オートバイ盗,城東,葛西橋西交番,131083.0,東京都,江東区,東砂５丁目,2019-04-18,19,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
191,窃盗,オートバイ盗,城東,葛西橋西交番,131083.0,東京都,江東区,東砂５丁目,2019-04-19,14,一戸建住宅,キーあり,なし,自動二輪（50cc超）
192,窃盗,オートバイ盗,城東,葛西橋西交番,131083.0,東京都,江東区,東砂５丁目,2019-04-19,16,一戸建住宅,キーあり,なし,自動二輪（50cc超）
193,窃盗,オートバイ盗,城東,大島交番,131083.0,東京都,江東区,大島３丁目,2019-12-09,09,道路上,キーあり,なし,原動機付自転車（50cc以下）
194,窃盗,オートバイ盗,城東,大島交番,131083.0,東京都,江東区,大島５丁目,2019-07-29,00,道路上,キーあり,なし,原動機付自転車（50cc以下）
195,窃盗,オートバイ盗,城東,大島交番,131083.0,東京都,江東区,大島６丁目,2019-11-04,14,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
196,窃盗,オートバイ盗,城東,大島交番,131083.0,東京都,江東区,大島６丁目,2019-12-10,13,４階建て以上共同住宅,キーあり,あり,自動二輪（50cc超）
197,窃盗,オートバイ盗,城東,大島交番,131083.0,東京都,江東区,大島６丁目,2019-12-11,15,道路上,キーあり,なし,自動二輪（50cc超）
198,窃盗,オートバイ盗,城東,大島交番,131083.0,東京都,江東区,大島７丁目,2019-09-11,13,４階建て以上共同住宅,キーあり,あり,原動機付自転車（50cc以下）
199,窃盗,オートバイ盗,城東,亀戸駅前交番,131083.0,東京都,江東区,亀戸５丁目,2019-02-22,23,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
200,窃盗,オートバイ盗,城東,亀戸駅前交番,131083.0,東京都,江東区,亀戸５丁目,2019-03-08,17,道路上,キーあり,なし,自動二輪（50cc超）
201,窃盗,オートバイ盗,城東,東大島駅前交番,131083.0,東京都,江東区,大島７丁目,2019-08-21,22,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
202,窃盗,オートバイ盗,本所,両国交番,131075.0,東京都,墨田区,千歳３丁目,2013-04-15,00,道路上,キーあり,なし,自動二輪（50cc超）
203,窃盗,オートバイ盗,本所,両国交番,131075.0,東京都,墨田区,千歳３丁目,2013-04-15,00,道路上,キーあり,なし,原動機付自転車（50cc以下）
204,窃盗,オートバイ盗,本所,江東橋交番,131075.0,東京都,墨田区,亀沢２丁目,2018-10-01,21,その他,キーあり,なし,原動機付自転車（50cc以下）
205,窃盗,オートバイ盗,本所,錦糸町駅南口交番,131075.0,東京都,墨田区,江東橋４丁目,2019-01-14,17,道路上,キーあり,なし,原動機付自転車（50cc以下）
206,窃盗,オートバイ盗,本所,横川交番,131075.0,東京都,墨田区,太平４丁目,2019-05-05,12,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
207,窃盗,オートバイ盗,本所,押上駅前交番,131075.0,東京都,墨田区,業平１丁目,2019-01-04,09,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
208,窃盗,オートバイ盗,向島,小村井交番,131075.0,東京都,墨田区,立花１丁目,2019-09-06,01,道路上,キーあり,なし,原動機付自転車（50cc以下）
209,窃盗,オートバイ盗,向島,白鬚橋交番,131075.0,東京都,墨田区,堤通２丁目,2019-09-02,15,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
210,窃盗,オートバイ盗,向島,八広四丁目交番,131075.0,東京都,墨田区,八広３丁目,2019-08-04,00,道路上,キーあり,なし,自動二輪（50cc超）
211,窃盗,オートバイ盗,向島,八広四丁目交番,131075.0,東京都,墨田区,八広４丁目,2019-02-19,10,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
212,窃盗,オートバイ盗,亀有,亀有駅南口交番,131229.0,東京都,葛飾区,金町３丁目,2019-09-14,11,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
213,窃盗,オートバイ盗,亀有,亀有駅南口交番,131229.0,東京都,葛飾区,亀有３丁目,2019-10-27,15,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
214,窃盗,オートバイ盗,亀有,柴又交番,131229.0,東京都,葛飾区,柴又４丁目,2019-03-27,21,道路上,キーあり,なし,原動機付自転車（50cc以下）
215,窃盗,オートバイ盗,亀有,東金町交番,131229.0,東京都,葛飾区,東金町５丁目,2019-01-14,19,道路上,キーあり,なし,原動機付自転車（50cc以下）
216,窃盗,オートバイ盗,亀有,東金町交番,131229.0,東京都,葛飾区,東金町５丁目,2019-08-10,19,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
217,窃盗,オートバイ盗,亀有,水元公園前交番,131229.0,東京都,葛飾区,新宿６丁目,2019-01-25,03,道路上,キーあり,なし,原動機付自転車（50cc以下）
218,窃盗,オートバイ盗,亀有,水元公園前交番,131229.0,東京都,葛飾区,西水元２丁目,2019-07-07,00,道路上,キーあり,あり,自動二輪（50cc超）
219,窃盗,オートバイ盗,亀有,西水元駐在所,131229.0,東京都,葛飾区,西水元３丁目,2019-06-07,23,一戸建住宅,キーあり,なし,自動二輪（50cc超）
220,窃盗,オートバイ盗,亀有,水元駐在所,131229.0,東京都,葛飾区,西水元１丁目,2019-07-04,16,道路上,キーあり,なし,自動二輪（50cc超）
221,窃盗,オートバイ盗,亀有,柴又二丁目交番,131229.0,東京都,葛飾区,新宿１丁目,2019-02-09,17,一戸建住宅,キーあり,なし,自動二輪（50cc超）
222,窃盗,オートバイ盗,亀有,南水元交番,131229.0,東京都,葛飾区,新宿６丁目,2019-03-25,14,道路上,キーあり,なし,原動機付自転車（50cc以下）
223,窃盗,オートバイ盗,亀有,葛三橋交番,131229.0,東京都,葛飾区,水元５丁目,2019-10-09,15,その他,キーあり,なし,自動二輪（50cc超）
224,窃盗,オートバイ盗,葛飾,堀切駅前交番,131229.0,東京都,葛飾区,堀切４丁目,2019-02-20,20,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
225,窃盗,オートバイ盗,葛飾,立石駅前交番,131229.0,東京都,葛飾区,立石５丁目,2019-05-15,15,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
226,窃盗,オートバイ盗,葛飾,立石駅前交番,131229.0,東京都,葛飾区,立石８丁目,2019-09-20,20,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
227,窃盗,オートバイ盗,葛飾,新小岩駅前交番,131229.0,東京都,葛飾区,新小岩１丁目,2019-07-26,17,道路上,キーあり,なし,自動二輪（50cc超）
228,窃盗,オートバイ盗,小松川,平井七丁目交番,131237.0,東京都,江戸川区,平井７丁目,2019-08-23,05,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
229,窃盗,オートバイ盗,小松川,松島四丁目交番,131237.0,東京都,江戸川区,松島３丁目,2019-09-20,20,道路上,キーあり,なし,原動機付自転車（50cc以下）
230,窃盗,オートバイ盗,小松川,京葉通交番,131237.0,東京都,江戸川区,一之江１丁目,2019-07-26,12,一戸建住宅,キーあり,なし,自動二輪（50cc超）
231,窃盗,オートバイ盗,小松川,京葉通交番,131237.0,東京都,江戸川区,大杉１丁目,2019-06-09,00,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,自動二輪（50cc超）
232,窃盗,オートバイ盗,小松川,松江交番,131237.0,東京都,江戸川区,西小松川町,2019-05-05,12,一戸建住宅,キーあり,なし,自動二輪（50cc超）
233,窃盗,オートバイ盗,小松川,一之江交番,131237.0,東京都,江戸川区,一之江２丁目,2019-08-17,11,その他,キーあり,あり,自動二輪（50cc超）
234,窃盗,オートバイ盗,小松川,瑞江駅前交番,131237.0,東京都,江戸川区,瑞江２丁目,2019-10-30,20,駐車（輪）場,キーあり,あり,自動二輪（50cc超）
235,窃盗,オートバイ盗,小松川,篠崎駅前交番,131237.0,東京都,江戸川区,篠崎町６丁目,2019-09-20,19,道路上,キーあり,なし,原動機付自転車（50cc以下）
236,窃盗,オートバイ盗,小岩,一里塚交番,131237.0,東京都,江戸川区,東小岩４丁目,2019-08-28,23,一戸建住宅,キーあり,なし,原動機付自転車（50cc以下）
237,窃盗,オートバイ盗,小岩,南小岩交番,131237.0,東京都,江戸川区,東小岩４丁目,2019-05-16,08,一戸建住宅,キーあり,なし,原動機付自転車（50cc以下）
