,罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,施錠関係,盗難防止装置の有無,現金以外の主な被害品
570,窃盗,オートバイ盗,町田,本町田交番,132098.0,東京都,町田市,本町田,2021/5/9,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
571,窃盗,オートバイ盗,町田,本町田交番,132098.0,東京都,町田市,本町田,2021/5/21,8,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
572,窃盗,オートバイ盗,町田,本町田交番,132098.0,東京都,町田市,本町田,2021/8/2,20,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
573,窃盗,オートバイ盗,町田,本町田交番,132098.0,東京都,町田市,本町田,2021/9/1,13,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
574,窃盗,オートバイ盗,町田,本町田交番,132098.0,東京都,町田市,本町田,2021/9/2,21,一戸建住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
575,窃盗,オートバイ盗,町田,本町田交番,132098.0,東京都,町田市,薬師台１丁目,2021/4/25,20,一戸建住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
576,窃盗,オートバイ盗,町田,玉川学園駐在所,132098.0,東京都,町田市,玉川学園７丁目,2021/7/11,21,一戸建住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
577,窃盗,オートバイ盗,町田,町田駅前交番,132098.0,東京都,町田市,森野２丁目,2021/1/18,0,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
578,窃盗,オートバイ盗,町田,藤の台団地交番,132098.0,東京都,町田市,金井７丁目,2021/2/12,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
579,窃盗,オートバイ盗,町田,藤の台団地交番,132098.0,東京都,町田市,藤の台３丁目,2021/10/25,13,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
580,窃盗,オートバイ盗,町田,野津田駐在所,132098.0,東京都,町田市,野津田町,2021/8/27,18,一戸建住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
581,窃盗,オートバイ盗,町田,金森交番,132098.0,東京都,町田市,金森１丁目,2021/4/10,21,一戸建住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
582,窃盗,オートバイ盗,町田,金森交番,132098.0,東京都,町田市,金森１丁目,2021/6/13,15,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
583,窃盗,オートバイ盗,町田,金森交番,132098.0,東京都,町田市,金森２丁目,2021/4/21,18,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
584,窃盗,オートバイ盗,町田,金森交番,132098.0,東京都,町田市,金森２丁目,2021/6/7,15,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
585,窃盗,オートバイ盗,町田,金森交番,132098.0,東京都,町田市,金森７丁目,2021/6/27,18,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
586,窃盗,オートバイ盗,町田,金森交番,132098.0,東京都,町田市,金森東１丁目,2021/6/7,18,その他,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
587,窃盗,オートバイ盗,町田,高ヶ坂駐在所,132098.0,東京都,町田市,高ヶ坂３丁目,2021/6/20,17,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
588,窃盗,オートバイ盗,町田,鶴川交番,132098.0,東京都,町田市,鶴川２丁目,2021/6/10,20,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
589,窃盗,オートバイ盗,町田,鶴川駅前交番,132098.0,東京都,町田市,能ヶ谷１丁目,2021/3/3,8,駐車（輪）場,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
590,窃盗,オートバイ盗,町田,鶴川駅前交番,132098.0,東京都,町田市,能ヶ谷２丁目,2020/12/26,7,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
591,窃盗,オートバイ盗,町田,鶴間交番,132098.0,東京都,町田市,金森４丁目,2021/12/12,17,一戸建住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
592,窃盗,オートバイ盗,町田,鶴間交番,132098.0,東京都,町田市,鶴間３丁目,2021/5/19,6,その他,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
593,窃盗,オートバイ盗,町田,鶴間交番,132098.0,東京都,町田市,鶴間３丁目,2021/7/24,22,その他,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
594,窃盗,オートバイ盗,日野,宮駐在所,132128.0,東京都,日野市,万願寺６丁目,2021/6/27,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
595,窃盗,オートバイ盗,日野,平山交番,132128.0,東京都,日野市,南平５丁目,2021/8/24,20,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
596,窃盗,オートバイ盗,日野,平山交番,132128.0,東京都,日野市,南平７丁目,2020/4/15,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
597,窃盗,オートバイ盗,日野,滝合橋駐在所,132128.0,東京都,日野市,東平山１丁目,2021/8/30,19,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
598,窃盗,オートバイ盗,日野,百草団地交番,132128.0,東京都,日野市,程久保,2021/6/30,16,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
599,窃盗,オートバイ盗,日野,百草団地交番,132128.0,東京都,日野市,百草,2021/5/9,0,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
600,窃盗,オートバイ盗,日野,百草園交番,132128.0,東京都,日野市,大字新井,2021/2/24,18,一戸建住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
601,窃盗,オートバイ盗,日野,百草園交番,132128.0,東京都,日野市,三沢１丁目,2021/11/21,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
602,窃盗,オートバイ盗,日野,高幡不動駅南口交番,132128.0,東京都,日野市,高幡,2021/7/7,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
603,窃盗,オートバイ盗,日野,高幡不動駅南口交番,132128.0,東京都,日野市,三沢,2021/6/15,15,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
604,窃盗,オートバイ盗,日野,高幡不動駅南口交番,132128.0,東京都,日野市,三沢,2021/6/18,17,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
605,窃盗,オートバイ盗,昭島,つつじが丘駐在所,132071.0,東京都,昭島市,つつじが丘２丁目,2021/8/9,13,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
606,窃盗,オートバイ盗,昭島,堀向駐在所,132071.0,東京都,昭島市,田中町,2021/2/18,12,その他,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
607,窃盗,オートバイ盗,昭島,堀向駐在所,132071.0,東京都,昭島市,田中町,2021/9/20,10,その他,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
608,窃盗,オートバイ盗,昭島,堀向駐在所,132071.0,東京都,昭島市,緑町２丁目,2021/9/27,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
609,窃盗,オートバイ盗,昭島,大神駐在所,132071.0,東京都,昭島市,田中町３丁目,2017/10/11,不明,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
610,窃盗,オートバイ盗,昭島,大神駐在所,132071.0,東京都,昭島市,田中町３丁目,2021/9/14,19,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
611,窃盗,オートバイ盗,昭島,大神駐在所,132071.0,東京都,昭島市,田中町３丁目,2021/10/21,不明,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
612,窃盗,オートバイ盗,昭島,小荷田交番,132071.0,東京都,昭島市,拝島町３丁目,2021/9/9,18,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
613,窃盗,オートバイ盗,昭島,小荷田交番,132071.0,東京都,昭島市,緑町４丁目,2021/6/3,18,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
614,窃盗,オートバイ盗,昭島,小荷田交番,132071.0,東京都,昭島市,緑町４丁目,2021/8/29,18,一戸建住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
615,窃盗,オートバイ盗,昭島,拝島駅前交番,132071.0,東京都,昭島市,松原町１丁目,2021/4/29,23,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
616,窃盗,オートバイ盗,昭島,拝島駅前交番,132071.0,東京都,昭島市,松原町４丁目,2021/6/30,8,その他,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
617,窃盗,オートバイ盗,昭島,拝島駐在所,132071.0,東京都,昭島市,緑町３丁目,2021/3/20,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
618,窃盗,オートバイ盗,昭島,昭島駅前交番,132071.0,東京都,昭島市,上川原町２丁目,2021/5/29,0,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
619,窃盗,オートバイ盗,昭島,東中神駅前交番,132071.0,東京都,昭島市,玉川町１丁目,2021/6/1,17,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
620,窃盗,オートバイ盗,昭島,東中神駅前交番,132071.0,東京都,昭島市,中神町,2021/9/12,10,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
621,窃盗,オートバイ盗,昭島,福島交番,132071.0,東京都,昭島市,東町４丁目,2021/1/1,0,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
622,窃盗,オートバイ盗,昭島,福島交番,132071.0,東京都,昭島市,郷地町１丁目,2021/11/21,20,一戸建住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
623,窃盗,オートバイ盗,昭島,福島交番,132071.0,東京都,昭島市,郷地町２丁目,2021/8/5,5,一戸建住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
624,窃盗,オートバイ盗,立川,天王橋交番,132021.0,東京都,立川市,上砂町１丁目,2021/3/14,16,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
625,窃盗,オートバイ盗,立川,天王橋交番,132021.0,東京都,立川市,上砂町１丁目,2021/8/20,4,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
626,窃盗,オートバイ盗,立川,天王橋交番,132021.0,東京都,立川市,上砂町４丁目,2018/1/31,不明,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
627,窃盗,オートバイ盗,立川,富士見台交番,132152.0,東京都,国立市,富士見台３丁目,2021/3/17,22,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
628,窃盗,オートバイ盗,立川,富士見町交番,132021.0,東京都,立川市,富士見町６丁目,2021/3/17,15,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
629,窃盗,オートバイ盗,立川,富士見町交番,132021.0,東京都,立川市,富士見町６丁目,2021/3/22,18,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
630,窃盗,オートバイ盗,立川,砂川四番交番,132021.0,東京都,立川市,砂川町２丁目,2021/3/22,20,一戸建住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
631,窃盗,オートバイ盗,立川,立川駅北口交番,132021.0,東京都,立川市,曙町２丁目,2021/5/25,15,その他,その他,キーあり,なし,原動機付自転車（50cc以下）
632,窃盗,オートバイ盗,立川,立川駅南口交番,132021.0,東京都,立川市,柴崎町３丁目,2021/6/1,17,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
633,窃盗,オートバイ盗,立川,立川駅南口交番,132021.0,東京都,立川市,錦町１丁目,2020/12/30,9,駐車（輪）場,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
634,窃盗,オートバイ盗,立川,羽衣町交番,132152.0,東京都,国立市,富士見台４丁目,2021/1/26,22,４階建て以上共同住宅,その他,キーなし,なし,自動二輪（50cc超）
635,窃盗,オートバイ盗,立川,若葉町駐在所,132021.0,東京都,立川市,若葉町４丁目,2021/4/13,14,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
636,窃盗,オートバイ盗,立川,谷保交番,132152.0,東京都,国立市,谷保,2021/3/15,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
637,窃盗,オートバイ盗,立川,錦町交番,132021.0,東京都,立川市,錦町１丁目,2021/12/3,22,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
638,窃盗,オートバイ盗,府中,南町交番,132063.0,東京都,府中市,南町４丁目,2020/12/31,14,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
639,窃盗,オートバイ盗,府中,南町交番,132063.0,東京都,府中市,矢崎町１丁目,2020/9/20,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
640,窃盗,オートバイ盗,府中,四谷駐在所,132063.0,東京都,府中市,四谷４丁目,2020/5/1,0,その他,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
641,窃盗,オートバイ盗,府中,大国魂交番,132063.0,東京都,府中市,府中町２丁目,2021/1/22,18,その他,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
642,窃盗,オートバイ盗,府中,大国魂交番,132063.0,東京都,府中市,府中町３丁目,2020/4/1,0,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
643,窃盗,オートバイ盗,府中,大国魂交番,132063.0,東京都,府中市,本町２丁目,2020/12/30,17,一戸建住宅,その他,キーなし,なし,自動二輪（50cc超）
644,窃盗,オートバイ盗,府中,東府中駅前交番,132063.0,東京都,府中市,若松町４丁目,2021/12/17,20,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
645,窃盗,オートバイ盗,府中,武蔵台交番,132063.0,東京都,府中市,北山町４丁目,2019/4/3,17,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
646,窃盗,オートバイ盗,府中,白糸台交番,132063.0,東京都,府中市,清水が丘１丁目,2021/1/30,13,駐車（輪）場,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
647,窃盗,オートバイ盗,府中,西原町交番,132063.0,東京都,府中市,西原町１丁目,2021/7/31,22,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
648,窃盗,オートバイ盗,府中,車返団地駐在所,132063.0,東京都,府中市,押立町２丁目,2021/12/7,12,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
649,窃盗,オートバイ盗,小金井,小金井公園前交番,132101.0,東京都,小金井市,緑町３丁目,2020/10/11,不明,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
650,窃盗,オートバイ盗,小金井,西町交番,132144.0,東京都,国分寺市,西町３丁目,2020/6/3,10,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
651,窃盗,オートバイ盗,小金井,貫井北町交番,132101.0,東京都,小金井市,貫井北町３丁目,2021/6/15,0,一戸建住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
652,窃盗,オートバイ盗,小金井,貫井南町交番,132101.0,東京都,小金井市,貫井南町５丁目,2021/7/2,8,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
653,窃盗,オートバイ盗,田無,ひばりが丘団地交番,132225.0,東京都,東久留米市,ひばりが丘団地,2021/7/15,19,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
654,窃盗,オートバイ盗,田無,ひばりが丘団地交番,132225.0,東京都,東久留米市,南町３丁目,2021/11/7,7,その他,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
655,窃盗,オートバイ盗,田無,ひばりが丘駅前交番,132292.0,東京都,西東京市,栄町２丁目,2020/2/3,8,一戸建住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
656,窃盗,オートバイ盗,田無,ひばりが丘駅前交番,132292.0,東京都,西東京市,ひばりが丘１丁目,2021/5/8,17,道路上,その他,キーなし,なし,原動機付自転車（50cc以下）
657,窃盗,オートバイ盗,田無,ひばりが丘駅前交番,132292.0,東京都,西東京市,ひばりが丘北３丁目,2021/3/19,17,駐車（輪）場,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
658,窃盗,オートバイ盗,田無,ひばりが丘駅前交番,132292.0,東京都,西東京市,谷戸町２丁目,2021/6/21,22,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
659,窃盗,オートバイ盗,田無,下里駐在所,132225.0,東京都,東久留米市,下里４丁目,2021/11/19,18,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
660,窃盗,オートバイ盗,田無,保谷新町交番,132292.0,東京都,西東京市,向台町１丁目,2021/6/6,19,一戸建住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
661,窃盗,オートバイ盗,田無,保谷新町交番,132292.0,東京都,西東京市,向台町２丁目,2021/12/19,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
662,窃盗,オートバイ盗,田無,前沢交番,132225.0,東京都,東久留米市,下里２丁目,2021/1/19,23,一戸建住宅,駐車（輪）場,キーあり,あり,原動機付自転車（50cc以下）
663,窃盗,オートバイ盗,田無,前沢交番,132225.0,東京都,東久留米市,前沢３丁目,2021/8/23,15,その他,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
664,窃盗,オートバイ盗,田無,北原町交番,132292.0,東京都,西東京市,田無町５丁目,2021/12/10,0,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
665,窃盗,オートバイ盗,田無,北原町交番,132292.0,東京都,西東京市,西原町１丁目,2021/10/19,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
666,窃盗,オートバイ盗,田無,南沢交番,132225.0,東京都,東久留米市,幸町４丁目,2021/12/22,11,道路上,その他,キーなし,なし,原動機付自転車（50cc以下）
667,窃盗,オートバイ盗,田無,南沢交番,132225.0,東京都,東久留米市,南沢３丁目,2021/10/4,12,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
668,窃盗,オートバイ盗,田無,坂下交番,132292.0,東京都,西東京市,東伏見５丁目,2021/2/21,23,一戸建住宅,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
669,窃盗,オートバイ盗,田無,学園前駐在所,132225.0,東京都,東久留米市,学園町２丁目,2021/5/17,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
670,窃盗,オートバイ盗,田無,東久留米駅前交番,132225.0,東京都,東久留米市,本町１丁目,2021/1/11,19,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
671,窃盗,オートバイ盗,田無,東伏見交番,132292.0,東京都,西東京市,東伏見２丁目,2020/12/30,3,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
672,窃盗,オートバイ盗,田無,泉町交番,132292.0,東京都,西東京市,泉町３丁目,2021/2/12,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
673,窃盗,オートバイ盗,田無,泉町交番,132292.0,東京都,西東京市,泉町３丁目,2021/11/24,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
674,窃盗,オートバイ盗,田無,泉町交番,132292.0,東京都,西東京市,保谷町１丁目,2021/2/21,20,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
675,窃盗,オートバイ盗,田無,泉町交番,132292.0,東京都,西東京市,保谷町１丁目,2021/2/25,1,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
676,窃盗,オートバイ盗,田無,滝山交番,132225.0,東京都,東久留米市,滝山６丁目,2021/8/18,10,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
677,窃盗,オートバイ盗,田無,滝山交番,132225.0,東京都,東久留米市,滝山６丁目,2021/10/16,16,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
678,窃盗,オートバイ盗,田無,滝山交番,132225.0,東京都,東久留米市,滝山７丁目,2021/12/24,23,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
679,窃盗,オートバイ盗,田無,滝山交番,132225.0,東京都,東久留米市,前沢５丁目,2021/8/8,17,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
680,窃盗,オートバイ盗,田無,滝山交番,132225.0,東京都,東久留米市,柳窪５丁目,2021/7/27,19,道路上,その他,キーなし,なし,自動二輪（50cc超）
681,窃盗,オートバイ盗,田無,田無駅前交番,132292.0,東京都,西東京市,芝久保町１丁目,2020/12/30,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
682,窃盗,オートバイ盗,田無,田無駅前交番,132292.0,東京都,西東京市,芝久保町１丁目,2021/8/11,19,道路上,その他,キーなし,なし,自動二輪（50cc超）
683,窃盗,オートバイ盗,田無,田無駅前交番,132292.0,東京都,西東京市,芝久保町３丁目,2021/6/25,17,一戸建住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
684,窃盗,オートバイ盗,田無,田無駅前交番,132292.0,東京都,西東京市,芝久保町４丁目,2021/3/30,15,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
685,窃盗,オートバイ盗,田無,田無駅前交番,132292.0,東京都,西東京市,田無町６丁目,2021/3/27,0,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
686,窃盗,オートバイ盗,田無,野火止交番,132225.0,東京都,東久留米市,野火止３丁目,2021/8/27,21,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
687,窃盗,オートバイ盗,東村山,久米川駅前交番,132136.0,東京都,東村山市,萩山町３丁目,2021/5/1,17,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
688,窃盗,オートバイ盗,東村山,八坂交番,132136.0,東京都,東村山市,萩山町２丁目,2020/12/20,18,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
689,窃盗,オートバイ盗,東村山,八坂交番,132136.0,東京都,東村山市,本町１丁目,2021/4/23,15,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
690,窃盗,オートバイ盗,東村山,廻田駐在所,132136.0,東京都,東村山市,多摩湖町３丁目,2021/12/22,2,その他,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
691,窃盗,オートバイ盗,東村山,梅園駐在所,132217.0,東京都,清瀬市,梅園３丁目,2021/7/20,10,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
692,窃盗,オートバイ盗,東村山,清瀬駅前交番,132217.0,東京都,清瀬市,松山２丁目,2016/2/1,不明,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
693,窃盗,オートバイ盗,東村山,清瀬駅前交番,132217.0,東京都,清瀬市,元町１丁目,2021/6/5,13,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
694,窃盗,オートバイ盗,東村山,竹丘駐在所,132217.0,東京都,清瀬市,竹丘２丁目,2021/12/1,19,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
695,窃盗,オートバイ盗,武蔵野,八幡宮西交番,132039.0,東京都,武蔵野市,吉祥寺北町１丁目,2021/2/1,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
696,窃盗,オートバイ盗,武蔵野,吉祥寺駅東口交番,132039.0,東京都,武蔵野市,吉祥寺南町２丁目,2021/10/25,15,駐車（輪）場,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
697,窃盗,オートバイ盗,武蔵野,緑町交番,132039.0,東京都,武蔵野市,緑町２丁目,2021/7/30,13,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
698,窃盗,オートバイ盗,武蔵野,関前駐在所,132039.0,東京都,武蔵野市,関前４丁目,2021/2/3,19,一戸建住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
699,窃盗,オートバイ盗,調布,つつじケ丘駅前交番,132080.0,東京都,調布市,東つつじケ丘１丁目,2021/6/23,0,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
700,窃盗,オートバイ盗,調布,京王多摩川駅前交番,132080.0,東京都,調布市,多摩川５丁目,2021/4/1,7,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
701,窃盗,オートバイ盗,調布,和泉多摩川交番,132195.0,東京都,狛江市,元和泉３丁目,2021/8/21,7,駐車（輪）場,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
702,窃盗,オートバイ盗,調布,国領交番,132080.0,東京都,調布市,国領町３丁目,2021/6/21,14,その他,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
703,窃盗,オートバイ盗,調布,多摩川住宅交番,132080.0,東京都,調布市,染地３丁目,2021/8/1,21,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
704,窃盗,オートバイ盗,調布,多摩川住宅交番,132080.0,東京都,調布市,染地３丁目,2021/10/27,14,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
705,窃盗,オートバイ盗,調布,小覚交番,132195.0,東京都,狛江市,東野川４丁目,2019/3/1,不明,その他の住宅（３階建て以下共同住宅等）,その他,キーなし,なし,自動二輪（50cc超）
706,窃盗,オートバイ盗,調布,岩戸交番,132195.0,東京都,狛江市,岩戸南１丁目,2021/12/18,2,道路上,その他,キーあり,なし,自動二輪（50cc超）
707,窃盗,オートバイ盗,調布,布田交番,132080.0,東京都,調布市,国領町４丁目,2021/1/31,16,その他,駐車（輪）場,キーあり,あり,自動二輪（50cc超）
708,窃盗,オートバイ盗,調布,深大寺交番,132080.0,東京都,調布市,深大寺北町４丁目,2021/5/3,23,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
709,窃盗,オートバイ盗,調布,狛江交番,132195.0,東京都,狛江市,東和泉１丁目,2019/6/20,不明,道路上,その他,キーなし,なし,自動二輪（50cc超）
710,窃盗,オートバイ盗,調布,猪方交番,132195.0,東京都,狛江市,駒井町２丁目,2021/8/30,22,一戸建住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
